"name","builds","builds_from","source_description","website","website_identity","website_looked_for","entity_type","founders","founders_source","dpiit_status","dpiit_stage","contact_email","contact_page","domain_registered","web_first_capture","build_tags","domain_tags","public_programmes","programme_count","publishing_organisations","hiring_roles","team_page","site_versions_2y","parked_homepage","papers_found","city","state","rdi_sector","rdi_subsector","rdi_project","placed_from","classifier_reasoning","tier","public_traces","on_record","on_record_basis","started","in_database","signals","page"
"Vasundharaa Geo Technologies Pvt Ltd","The Vasundharaa Geo Portal is an online platform for geospatial analysis that visualizes and processes satellite and remote sensing data for agriculture and environmental monitoring.","the company's own homepage","Extract essential data from satellites, aerial platforms, and ground sensors. offers online platform for geospatial analysis, offering tools to visualize and process satellite and remote sensing data for industries like agriculture and environmental monitoring.","https://vasundharaa.in/","verified","yes","company","Advait Kulkarni","sine-iitb",,,,"https://vasundharaa.in/contact-us/","2020-08-21",,"hardware; software","agriculture & food; space & aerospace","iDEX; incubation at SINE, IIT Bombay","2","1","3","","","","1",,,"2","Space Technologies","Geospatial and remote sensing applications (including hyperspectral imaging)","description","Vasundharaa's platform for processing satellite and remote sensing data for agriculture and environmental monitoring directly matches the geospatial and remote sensing applications project type within Space Technologies.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/vasundharaa-geo-technologies"
"VIA Energicals Pvt Ltd",,"","Low-cost, non-sterile bioprocess to convert biodegradable waste into high-value bio-based industrials chemicals",,,"yes","company","Vipasha Majithia","sine-iitb",,,"","","","","biological or chemical","water & environment","BIRAC; DST; incubation at SINE, IIT Bombay","3","1","","","","","0",,,"4","Biomanufacturing & Bioengineering","Sustainable bioprocesses using agro-waste and CO2 conversion","description","VIA Energicals converts biodegradable waste into bio-based industrial chemicals through bioprocessing, which directly aligns with sustainable bioprocess development using agro-waste as feedstock.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/via-energicals"
"Wissenkraft Labs",,"","Anti Bacterial micro patterned coating for orthopedic implantable surfaces to minimize the risk of infection.",,,"yes","company","Chinmay Khare","sine-iitb",,,"","","","","biological or chemical","health","DST; incubation at SINE, IIT Bombay; incubation at Venture Center, Pune","3","2","","","","","1",,,"4","Advanced Biomaterials & Regenerative Medicine","Multi-functional, very low-toxicity biomaterials","description","Wissenkraft's anti-bacterial micro-patterned coating is a functionalized biomaterial designed to enhance orthopedic implant surfaces by reducing infection risk, which aligns with advanced biomaterials that combine multiple functional properties for medical applications.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/wissenkraft-labs"
"Stellapps Technologies Private Limited","IoT devices and software applications for dairy supply chain management, including cattle monitoring, milk procurement, cold chain tracking, and financial services for dairy businesses.","the company's own homepage","India’s first & largest dairy IoT company - focuses on automation, data acquisition, ML . They serve dairy farms, cooperatives, private dairies by optimizing entire dairy supply chain, including milk production, procurement, cold chain logistics, animal insurance, farmer payments and improve dairy farmer income. Stellapps is in France!","http://www.stellapps.com/","verified","yes","company","RANJITH MUKUNDAN , RAVISHANKAR SHIROOR , PRAVEEN NALE (IITM alumni)","rtbi-iitm",,,,"https://www.stellapps.com/contact-us/","2011-02-02",,"hardware; software","agriculture & food; manufacturing & industry; finance","incubation at IIT Madras Incubation Cell","1","1","0","","","","1",,,"5","Digital Agriculture (AgriTech)","Digital farm-to-market value chains (logistics, traceability, e-mandis)","description","Stellapps optimizes the entire dairy supply chain from production through procurement, cold chain logistics, and farmer payments, which directly matches digital farm-to-market value chain solutions.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/stellapps-technologies"
"Cygni Energy Private Limited","Battery energy storage systems ranging from 1kWh to multi-megawatt hour containerized solutions for large-scale, commercial and industrial, and residential applications.","the company's own homepage","Cygni provides various Solar-DC and DC micro-grid solutions . Innovations: r educes power conversion & losses upto 50% in comparison to typical Solar AC system; Eliminates the risk of electric shock & fire accidents as this falls under Low Voltage DC (LVDC) standard; Integrates AC grid, Solar DC and Battery back-up seamlessly for Uninterrupted Power Back-up. Cygni recently completed 4000 solar DC off-grid installation in Rajasthan and building pioneering DC Microgrid city in Bihar (Sasaram).","http://cygni.com/","verified","yes","company","VENKAT RAJARAMAN","rtbi-iitm",,,"info@cygni.com","https://cygni.com/contact-us/","2003-07-14",,"hardware","energy; manufacturing & industry","incubation at IIT Madras Incubation Cell","1","1","","https://cygni.com/team/","","","3",,,"1","Decentralized and Off-Grid Solutions","Solar home systems, micro-hydro, biomass gasification for rural areas","description","Cygni's Solar-DC micro-grid solutions with low-voltage DC systems directly address last-mile energy access and off-grid rural electrification, as demonstrated by their 4000+ installations in Rajasthan and DC microgrid city development in Bihar.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/cygni-energy"
"Fabheads Automation Private Limited","Carbon fiber composite components for aerospace, mobility, marine, and robotics industries using 3D printing and automated fiber placement.","the company's own homepage","Manufactures Composite Parts. Fabheads’ state-of-the-art 3D printers print continuous fiber reinforced parts , giving way to a new age of design and fabrication possibilities. Fabheads’ in-house developed FibrBot series of 3D printers are essentially miniaturised 3-Axis Fiber Placement machines in several ways, adding traditional 3D printing advantages. The company operates with a special focus on fabrication of carbon-fiber products from Aerospace, Automobiles, Biomedical, Wind, Sports, etc.","https://www.fabheads.in/","verified","yes","company","DHINESH R KANAGARAJ (IITM alumnus)","rtbi-iitm",,,,"https://www.fabheads.in/contact","2015-06-24",,"hardware","space & aerospace; manufacturing & industry","incubation at IIT Madras Incubation Cell","1","1","0","","","","0",,,"2","Advanced Manufacturing & Robotics","Metal / multi-material 3D printing for next-gen hybrid components","description","Fabheads develops and manufactures continuous fiber-reinforced composite parts using proprietary 3D printing technology (FibrBot series), which directly aligns with advanced manufacturing of multi-material 3D printed components for aerospace, automotive, and biomedical applications.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/fabheads-automation"
"FIBSOL Life Technologies Private Limited","Biofertilizers and biocontrols for farmers in India.","the company's own homepage","Innovative nanofiber substrates for superior agro-inputs ; advanced ceramics ; sensors & catalysts; clean energy & filters.","http://fibsol.com/","verified","yes","company","Dr KAVITHA and Dr ANANT RAHEJA (IITM alumni)","rtbi-iitm",,,,"https://fibsol.com/contact-us/","2013-10-22",,"hardware; biological or chemical","agriculture & food; energy","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"1","Comprehensive Climate Action Initiatives","Net-zero / low-carbon materials (cement with >=90% lower emissions, fibre-based composites, passive thermal management)","description","FIBSOL's nanofiber substrates and advanced ceramics align with fibre-based composites and advanced material innovations for climate action, while their sensors and catalysts could support clean energy and carbon-efficient applications.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/fibsol-life-technologies"
"Edutor Technologies India Private Limited","A courseware platform that distributes eBooks and courses to learners on Android, iOS and Windows devices with DRM protection and subscription management.","the company's own homepage","Personalized interactive learning platform - IGNITOR: delivers ' next generation Digital Textbooks' from multiple publishers embedded with rich media, interactive quizzes and weblinks . Market-leaders in the Digital Leaning Space within the Indian sub-continent and now expanding globally with active student deployments in the Middle East & South Africa and strategic engagements with large customers in USA and UK.","http://www.ignitorlearning.com/","verified","yes","company","RAM GOLLAMUDI","rtbi-iitm",,,,"https://ignitorlearning.com/contact/","2014-05-10",,"hardware; software","education","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"3","AI in Education","Adaptive learning platforms for personalized education","description","Edutor's IGNITOR platform delivers personalized interactive learning with rich media and adaptive content, directly matching the adaptive learning platform category within AI in Education.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/edutor-technologies-india"
"Edsix Brain Lab Private Limited","SkillAngels is a cognitive skills program for children aged 6–13 that uses AI-driven games and puzzles delivered over 25–30 weeks to strengthen memory, focus, problem-solving, critical thinking, and social-emotional learning.","the company's own homepage","Edsix is an EdTech company that is revolutionizing the 'Way we Learn' with Higher Order Thinking Skills . P roducts are a wide range of engaging puzzle based games that enhance critical thinking skills . With the vision of 'no child left behind', the product also addresses children with Special needs. They incorporate gen-next technology that includes Artificial Intelligence and Augmented Reality . Products: KinderAngels for pre-schoolers, SkillAngels for kids up to 12th grade, BlessedAngels for children with special needs, Intelekt+ for corporates, Super Brain Challenge (an International Olympiad platform).","http://skillangels.com/","verified","yes","company","SARAVANAN SUNDARAMOORTHY","rtbi-iitm",,,"support@skillangels.com",,"2012-12-01",,"software","","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"3","AI in Education","AI for learning disabilities and student engagement tracking","description","Edsix uses AI and AR to create puzzle-based games that enhance critical thinking skills and specifically address children with special needs through their BlessedAngels product, directly aligning with tracking learning disabilities and engagement.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/edsix-brain-lab"
"Invention Labs Engineering Products Private Limited","Avaz is a picture-based communication and learning app for people with speech disabilities.","the company's own homepage","Makes products for persons with communication disorders. First product - Avaz - helps persons with cerebral palsy to communicate in an independent manner. Current product: FreeSpeech a revolutionary grammar prediction engine which allows users to build sentences & learn languages; helps autistic kids communicate complicated sentences. Markets : US, Denmark and India Link Investments: $1M in Series A investment (2016) ; $ 0.5M from Inventus Capital & Mumbai Angels and other angels like Google India MD, Rajan Anandan and Sierra Atlantic founder, Raju Reddy ( 2014)","http://inventionlabs.in/","verified","yes","company","AJIT NARAYANAN (IITM alumnus)","rtbi-iitm",,,,"http://inventionlabs.in/contact-us","2007-06-22",,"software","","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"3","AI in Healthcare","AI assistive technologies for people with disabilities","description","Invention Labs' Avaz and FreeSpeech are grammar prediction and communication support tools specifically designed to enable independent communication for persons with cerebral palsy and autism, fitting squarely within AI assistive technologies for disabilities.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/invention-labs-engineering-products"
"DocsApp (Phasorz Technologies Private Limited)","An online doctor consultation app where patients can consult specialist doctors via chat or call to receive diagnoses and prescriptions.","the company's own homepage","DocsApp is India's #1 Doctor Consultation App, with over 10 million users across India, 3000+ MD specialist Doctors. Patients can also get lab tests and medicines delivered at home seamlessly through the app after the doctor consultation.","http://www.docsapp.in","verified","yes","company","SATISH KANNAN & ENBASEKAR D (IITM alumni, 2012)","rtbi-iitm",,,,,"2013-12-21","2014-10-18","software","health","incubation at IIT Madras Incubation Cell","1","1","0","","","","1",,,"3","AI in Healthcare","AI-powered telemedicine and remote patient monitoring","description","DocsApp is a telemedicine platform enabling remote doctor consultations at scale across India, which directly aligns with AI-powered telemedicine delivery, though the taxonomy emphasizes AI diagnostics and predictive models while DocsApp functions primarily as a consultation and fulfillment platform.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/docsapp-phasorz-technologies"
"Planys Technologies Private Limited","Remotely operated and autonomous underwater vehicles for inspecting critical infrastructure like dams, bridges, and ports.","the company's own homepage","Planys is an Indian deep tech startup creating a paradigm shift for smart underwater inspection across the world . Planys is steering a new course in the maintenance and inspection industry with its disruptive innovations in the field of marine robotics , novel underwater non-destructive testing (NDT) methods and AI enabled post-inspection analytical digital reporting dashboard. Planys’ technology solutions help asset owners or managers take a data-driven decision for efficient planning of maintenance and repair . Current","http://www.planystech.com/","verified","yes","company","TANUJ JHUNJHUNWALA , VINEET UPADHAY , Prof PRABHU RAJAGOPAL & Prof KRISHNAN BALASUBRAMANIAN (IITM alumni & Faculty members)","rtbi-iitm",,,"info@planystech.com","https://planystech.com/contact-us/","2015-05-04",,"hardware; software","manufacturing & industry","incubation at IIT Madras Incubation Cell","1","1","0","https://planystech.com/rovs-asset-integrity-management-why-they-are-made-for-each-other/","","","10",,,"2","Intelligent Systems & Robotics","Modular robotic platforms","description","Planys develops marine robotic systems for underwater inspection with autonomous navigation and AI-enabled analytics, fitting modular robotic platform development within Intelligent Systems & Robotics.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/planys-technologies"
"Aibono Smart Farming Private Limited","An agritech platform that aggregates and supplies fresh fruits and vegetables with just-in-time delivery for B2B and retail buyers.","the company's own homepage","AIBONO is India’s first AI-powered Fresh Food Aggregator , pioneering the Seed-to-Plate™ Platform , a next big disruption with generation disruption that synchronizes Real-time Production with Real-time Consumption of super perishable Fruits & Vegetables by using Predictive Analytics, Precision Farming, and Just-In-Time harvests . Powered by 4.0, the seed-to-plate™ continuum delivers 2X yields, guaranteed income & superior control on output to small farmers while ensuring super fresh, super reliable and super traceable produce to retailers & end consumers.","http://www.aibono.com/","verified","yes","company","VIVEK RAJKUMAR (IITM alumnus, 2011)","rtbi-iitm",,,,,"2016-08-16",,"software","agriculture & food","incubation at IIT Madras Incubation Cell","1","1","","","2","","0",,,"3","AI in Agriculture","AI-driven market linkage and agri-supply chain optimization","description","Aibono's Seed-to-Plate platform uses predictive analytics to synchronize real-time production with consumption, optimizing the fresh produce supply chain from farmers to retailers and consumers.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/aibono-smart-farming"
"Docswallet (Tharakan Web Innovations Private Limited)",,"","Docswallet - a Blockchain Digital Locker Services platform for online storage, verification & sharing of paper based documents , linking document owners, document issuers and document seeking entities into a single portal . A large number of universities & other organisations in India have already adopted Docswallet. Adobe h as partnered with Docswallet Digital Locker Services for providing end-to-end document solutions to its","https://www.docswallet.com/","verified","yes","company","AVIRA THARAKAN & THOMAS THARAKAN","rtbi-iitm",,,,,"2015-02-04",,"software","","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"5","Core Infrastructure for Digital Economy","Decentralized data storage solutions","description","Docswallet's blockchain-based digital locker provides decentralized storage and verification of documents with multi-stakeholder access, directly matching decentralized data storage infrastructure.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/docswallet-tharakan-web-innovations"
"Intellizon Energy Private Limited",,"","Crea ting tech products for indoor and outdoor lighting using lithium ion battery combined with LED and solar . Intelizon is a pioneer in the design of inbuilt Lithium Ion battery based solar street lights solutions which are much more reliable than the conventional lead acid based streetlights & provides a wireless lighting solution. Have also launched 48V solar DC lighting solutions for indoor residential and commercial segments.","http://www.intelizon.com/","associated","yes","company","KUSHANT UPPAL (IITM alumnus)","rtbi-iitm",,,"","","","","hardware","energy","incubation at IIT Madras Incubation Cell","1","1","","","","","0",,,"1","Decentralized and Off-Grid Solutions","Solar home systems, micro-hydro, biomass gasification for rural areas","description","Intellizon's lithium-ion battery-based solar street lights and 48V DC lighting solutions directly address last-mile energy access and decentralized off-grid lighting for residential and commercial segments in underserved areas.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/intellizon-energy"
"Grinntech Motors & Services Private Limited","Lithium-ion batteries and battery packs for electric vehicles.","the company's own homepage","Grinntech aims to enable scaling up of electric vehicles by making them technically and economically feasible. Battery packs constitute major part of an electric vehicle. Grinntech aims to bring that down by introducing new innovative business model and technology products which are build considering price sensitivity & engineering needs of Indian market. Grinntech is building battery management systems for lithium battery packs & doing electro-mechanical packaging of lithium battery packs .","http://grinntech.com/","verified","yes","company","PUNEET JAIN","rtbi-iitm",,,,,"2013-01-30",,"hardware","energy; mobility","incubation at IIT Madras Incubation Cell","1","1","0","","","","0",,,"1","Energy Storage","Battery safety and thermal management","description","Grinntech's battery management systems and electro-mechanical packaging of lithium battery packs directly address battery safety and thermal management for electric vehicles.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/grinntech-motors-services"
"Solinas Integrity Private Limited","Robots that inspect, clean, and digitize water pipelines, sewers, septic tanks, and stormwater drains for water utilities and municipalities.","the company's own homepage","Solinas builds next-generation robotic technologies for internal condition assessment and detecting defects such as leaks, gas pockets, corrosion, sediments and dents in critical pipeline infrastructure , using NDT techniques . Their products characterize and pinpoint the location of defects in pipelines so that plant integrity managers can take preventive maintenance actions , thus increasing efficiency, making the high-pressure pipelines safer and ensuring uninterrupted operations. They also offer digitalization of the entire pipeline network for remote monitoring and prognostics using AI/ML algorithms . Solinas serves the Oil and Gas , Petrochemical, power plants, water , Sanitation (sewerage and septage) industries.","http://solinas.in/","verified","yes","company","Prof PRABHU RAJAGOPAL & Prof KRISHNAN BALASUBRAMANIAN (IITM Faculty)","rtbi-iitm",,,,"https://solinas.in/contact-us/","2018-02-20",,"hardware; software","water & environment; manufacturing & industry","incubation at IIT Madras Incubation Cell","1","1","0","https://solinas.in/how-robotics-ai-sonar-gpr-are-redefining-pipeline-management/","","","1",,,"2","Intelligent Systems & Robotics","Modular robotic platforms","description","Solinas develops robotic platforms for pipeline inspection using NDT techniques, with AI/ML-enabled digitalization for remote monitoring and prognostics, fitting the modular robotic platforms category within Intelligent Systems & Robotics.","C","2",,,,"2026-09-12","2","https://rohitrao.in/upstream/c/solinas-integrity"
"Viridian Ingni Propulsion Pvt Ltd",,"","Disrupting electric mobility with a rare-earth-free permanent magnet motor for automotive applications, scalable up to 8 kW. By replacing neodymium-based magnets with locally sourced conventional electrical steel laminations, the technology lowers lifecycle CO₂ emissions while reducing supply-chain risk and material costs.","https://viridianingnipropulsion.com/","verified","yes","company","Mr. Sriram G","venture-center",,,,"https://viridianingnipropulsion.com/contact/","2024-02-14",,"hardware","mobility; water & environment; manufacturing & industry","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Critical Minerals, Metals and Rare Earth Processing & Recycling","Rare earth-free magnets","description","Viridian Ingni's rare-earth-free permanent magnet motor directly addresses the rare earth-free magnets project type by replacing neodymium magnets with conventional electrical steel laminations, reducing supply-chain risk and lifecycle emissions.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/viridian-ingni-propulsion"
"Orthocrafts Innovations Pvt Ltd",,"","Engineering bioabsorbable polymer platforms with tunable strength and degradation profiles to advance soft-tissue repair—powering devices like orthoscrews, osteoanchors, and fixation systems for ligament, rotator cuff, and hernia surgeries.","http://www.orthocrafts.com/","verified","yes","company","Piyush Joshi, Dr Ashish Lele, Dr V Premnath","venture-center",,,,"http://www.orthocrafts.com/contact/","2014-01-18",,"hardware; biological or chemical","health","incubation at Venture Center, Pune","1","1","","","","","0",,,"4","Advanced Biomaterials & Regenerative Medicine","Multi-functional, very low-toxicity biomaterials","description","Orthocrafts engineers bioabsorbable polymers with tunable properties for soft-tissue repair devices, directly matching the development of multi-functional, biocompatible materials for regenerative medicine applications.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/orthocrafts-innovations"
"Meine Electric Automotive Pvt Ltd :",,"","Revolutionizing clean power by engineering metal-air fuel cell systems that convert metal and oxygen into efficient, low-carbon electricity, enabling scalable solutions for renewable energy and long-duration energy storage.","https://meineelectric.com/","verified","yes","company","Mr.Priyansh Mohan","venture-center",,,"contact@meineelectric.com","https://meineelectric.com/contact","2023-08-10",,"","energy","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Energy Storage","Innovative battery chemistries (lithium-ion, sodium-ion, solid-state)","description","Metal-air fuel cells represent an innovative electrochemical energy storage chemistry with high energy density and long cycle life potential, fitting within the energy storage innovation focus of subsector 1.4.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/meine-electric-automotive"
"Annoviant Healthcare Pvt Ltd",,"","Pioneering regenerative medical devices with its TxGuard™ platform — engineered to create biological implants that grow with patients, resist calcification and thrombosis, and transform outcomes in cardiovascular and soft-tissue care.","https://annoviant.com/","verified","yes","company","Dr Ajay Houde","venture-center",,,"contact@annoviant.com","https://annoviant.com/contact/","2020-12-17",,"hardware","health","incubation at Venture Center, Pune","1","1","","https://annoviant.com/our-team/","","","0",,,"4","Advanced Biomaterials & Regenerative Medicine","Smart and personalized implant design (patient-specific CAD/CAM, embedded sensors, functionalized implants)","description","TxGuard™ creates engineered biological implants with integrated functionality (calcification/thrombosis resistance) that grow with patients, exemplifying smart implant design with biological customization.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/annoviant-healthcare"
"Cheminpharma Products Pvt Ltd",,"","Advancing next-generation cancer therapeutics by designing novel PROTAC molecules that selectively degrade previously inaccessible disease-driving proteins through precise, proteasome-mediated pathways.","https://cheminpharma.com/","verified","yes","company","Dr. Uday Khire","venture-center",,,"info@cheminpharma.com","https://cheminpharma.com/pages/contact","2007-02-10",,"biological or chemical","health","incubation at Venture Center, Pune","1","1","","","","","0",,,"4","Pharmaceuticals & Drug Development","Structure-based drug design and high-throughput screening","description","Cheminpharma's PROTAC molecule design represents advanced structure-based drug discovery targeting protein degradation through rational molecular design, fitting squarely within pharmaceutical R&D for next-generation cancer therapeutics.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/cheminpharma-products"
"Proleri Technologies Pvt Ltd",,"","Upcycling agricultural leaf biomass to produce high-quality RuBisCo protein isolates and other value-added ingredients that extend food viability and enable more sustainable food processing.","https://www.proleri.com/index.html","verified","yes","company","Arjun Ayyagari, Vaibhaw Dwivedi","venture-center",,,,"https://www.proleri.com/contact-us.php","2023-09-12",,"biological or chemical","agriculture & food","incubation at Venture Center, Pune","1","1","","","","","0",,,"4","Biomanufacturing & Bioengineering","Sustainable bioprocesses using agro-waste and CO2 conversion","description","Proleri converts agricultural leaf biomass waste into protein isolates through downstream processing, exemplifying sustainable bioprocess development from agro-waste.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/proleri-technologies"
"ArkaShine Innovations Pvt Ltd",,"","Empowering sustainable agriculture with Soil Saathi, a portable AI-enabled soil lab-in-a-backpack that delivers real-time soil insights, smart fertilizer guidance, and tailored crop recommendations—especially for remote farming communities.","https://www.arkashine-innovations.com/","verified","yes","company","Dr Sudha Ramesh Karbari","venture-center",,,,,"2022-07-28",,"","agriculture & food","incubation at Venture Center, Pune","1","1","","","","","0",,,"3","AI in Agriculture","AI-driven soil, irrigation and fertilization management","description","Soil Saathi delivers real-time soil analysis and smart fertilizer guidance through an AI-enabled portable device, directly matching soil and fertilization management for remote farming communities.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/arkashine-innovations"
"Hycosys Pvt Ltd",,"","Decarbonizing distributed power systems through hydrogen-fueled micro-gas turbines that deliver efficient, reliable, and low-emission energy—positioned as a cleaner replacement for diesel generators and a pathway toward sustainable power infrastructure.","https://hycosys.in/","verified","yes","company","Dr. Tapish Agarwal, Ugandhar Reddy","venture-center",,,"contact@hycosys.in",,"2024-05-15",,"hardware","energy; water & environment","incubation at Venture Center, Pune","1","1","1","","","","0",,,"1","Hydrogen Economy","Hydrogen conversion into energy (fuel cells, ICE)","description","Hycosys's hydrogen-fueled micro-gas turbines directly convert hydrogen into mechanical energy through internal combustion, fitting the hydrogen energy conversion category within the hydrogen economy sub-sector.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/hycosys"
"TGP Bioplastics Pvt Ltd",,"","Replacing conventional plastics by engineering high-performance, starch-based bioplastics that are lightweight, cost-effective, and fully compostable, enabling a diverse range of sustainable packaging solutions with minimal environmental and soil impact.","https://www.tgpbio.com/","verified","yes","company","Karan Chavan, Tejas Zagade, Indrajeet Nikam","venture-center",,,"sales@tgpbio.com","https://www.tgpbio.com/contact-us/","2019-11-06",,"biological or chemical","agriculture & food","incubation at Venture Center, Pune","1","1","","","","","",,,"4","Biomanufacturing & Bioengineering","Scale-up and production of bio-enzymes, biosurfactants and biopolymers","description","TGP Bioplastics engineers and scales production of starch-based biopolymers as sustainable alternatives to conventional plastics, directly matching the scale-up and production of biopolymers.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/tgp-bioplastics"
"Gudlyf Mobility Pvt Ltd",,"","Powering future mobility by advancing energy storage solutions across hydrogen and lithium-ion technologies, including high-performance Type IV hydrogen cylinders and next-generation Li-ion cells for clean transport and power applications.","https://gudlyf.godaddysites.com/","verified","yes","company","Dr Ajeet Babu","venture-center",,,,,,,"","energy; mobility","incubation at Venture Center, Pune","1","1","","","","","3",,,"1","Energy Storage","Innovative battery chemistries (lithium-ion, sodium-ion, solid-state)","description","Gudlyf's next-generation Li-ion cells for clean transport directly align with energy storage innovation in battery chemistries, though their Type IV hydrogen cylinders would fit sub-sector 1.5 if hydrogen storage were their primary focus.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/gudlyf-mobility"
"Hyperonic Engineering Pvt Ltd",,"","Enabling safe hydrogen mobility by engineering certified refueling dispensers and sensors that support high-pressure, high-flow hydrogen delivery across vehicles and industrial applications.","https://thehyperonic.com/","verified","yes","company","Akshay Muley","venture-center",,,,"https://thehyperonic.com/contact-us/","2024-07-10",,"hardware","energy; manufacturing & industry","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Hydrogen Economy","Storage and use, including fuel cells and ammonia as carrier/fuel","description","Hyperonic's certified hydrogen refueling dispensers and high-pressure delivery sensors directly enable the storage and safe use of hydrogen across vehicles and industrial applications, which is core to hydrogen economy infrastructure.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/hyperonic-engineering"
"Polyorbit Pvt Ltd",,"","Reinventing regenerative care by developing polymer-based tissue scaffolds and therapies that accelerate healing and broaden access to advanced treatment.","https://polyorbit.org/","verified","yes","company","Dr. Sasmita Samal","venture-center",,,"info@polyorbit.org","http://polyorbit.org/contact/","2024-01-10",,"biological or chemical","health","incubation at Venture Center, Pune","1","1","0","https://polyorbit.org/our-team/","","","0",,,"4","Advanced Biomaterials & Regenerative Medicine","Multi-functional, very low-toxicity biomaterials","description","Polyorbit develops polymer-based tissue scaffolds designed to accelerate healing, which directly aligns with creating multi-functional biomaterials for regenerative applications.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/polyorbit"
"Skiom Pvt Ltd",,"","Revitalizing skin health through microbiome-supportive formulations that balance the skin’s natural ecosystem—without antimicrobials, harsh additives, or animal testing.","https://www.skiom.in/","verified","yes","company","Dr. Gautam Banerjee, Balaknath Datta","venture-center",,,,"https://www.skiom.in/pages/contact","2024-06-18",,"biological or chemical","health","incubation at Venture Center, Pune","1","1","","https://www.skiom.in/pages/our-team","","","",,,"4","Advanced Therapeutics and Biologics","Microbiome-based therapeutics","description","Skiom develops microbiome-supportive skin formulations that balance the skin's natural ecosystem, directly aligning with microbiome-based therapeutics as a therapeutic approach.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/skiom"
"Manastik Technologies Pvt. Ltd.",,"","Empowering dementia care through virtual neurology and personalized rehabilitation, pairing expert guidance with proprietary DADT technology to support patients and caregivers.","https://www.manastik.com/","verified","yes","company","Soubhik Das","venture-center",,,"contact@manastik.com",,"2020-10-18",,"","health","incubation at Venture Center, Pune","1","1","","","","","0",,,"3","AI in Healthcare","AI for mental health, speech therapy and rehabilitation support","description","Manastik's virtual neurology platform with personalized rehabilitation for dementia care directly aligns with AI-powered mental health and rehabilitation support systems.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/manastik-technologies"
"Open Medlabs Pvt Ltd",,"","Improving diabetes care with an affordable insulin pump designed to make continuous insulin delivery more accessible.","http://openmedlabs.com/#","verified","yes","company","Deval Karia","venture-center",,,"devalkaria@openmedlabs.com",,"2023-01-13",,"hardware","health","incubation at Venture Center, Pune","1","1","","","","","0",,,"4","Medical Devices & Diagnostics","Wearable health monitors and implantable biosensors","description","Open Medlabs' affordable insulin pump is a wearable device for continuous drug delivery in chronic disease management, closely aligned with wearable health monitoring technologies.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/open-medlabs"
